Date,Open,High,Low,Close,Volume,Adj Close
2014-12-12,6461.70,6461.70,6297.40,6300.60,793966500,6300.60
2014-12-11,6500.00,6521.70,6441.30,6461.70,757393100,6461.70
2014-12-10,6529.50,6565.80,6500.00,6500.00,692354700,6500.00
2014-12-09,6672.20,6672.20,6529.50,6529.50,951132300,6529.50
2014-12-08,6742.80,6742.80,6672.20,6672.20,513903800,6672.20
2014-12-05,6679.40,6751.30,6679.40,6742.80,678464700,6742.80
2014-12-04,6716.60,6734.00,6672.70,6679.40,699897800,6679.40
2014-12-03,6742.10,6753.20,6713.80,6716.60,707002000,6716.60
2014-12-02,6656.40,6744.30,6656.40,6742.10,654954300,6742.10
2014-12-01,6722.60,6722.60,6637.40,6656.40,728046400,6656.40
2014-11-28,6723.40,6734.70,6667.10,6722.60,839390500,6722.60
2014-11-27,6729.20,6749.90,6713.80,6723.40,517208400,6723.40
2014-11-26,6731.10,6765.00,6718.50,6729.20,586890500,6729.20
2014-11-25,6729.80,6750.90,6709.30,6731.10,907288200,6731.10
2014-11-24,6750.80,6764.00,6720.10,6729.80,680406300,6729.80
2014-11-21,6678.90,6773.10,6678.90,6750.80,845575400,6750.80
2014-11-20,6696.60,6696.80,6641.10,6678.90,640496600,6678.90
2014-11-19,6709.10,6718.90,6678.10,6696.60,802689100,6696.60
2014-11-18,6672.00,6714.10,6671.80,6709.10,653233800,6709.10
2014-11-17,6654.40,6681.60,6616.10,6672.00,537365300,6672.00
2014-11-14,6635.50,6654.40,6610.10,6654.40,627535100,6654.40
2014-11-13,6611.00,6645.90,6596.90,6635.50,721388700,6635.50
2014-11-12,6627.40,6629.30,6588.90,6611.00,703040700,6611.00
2014-11-11,6611.30,6632.60,6605.30,6627.40,764945500,6627.40
2014-11-10,6567.20,6611.30,6566.80,6611.30,575418400,6611.30
2014-11-07,6551.20,6608.20,6551.20,6567.20,764955100,6567.20
2014-11-06,6539.10,6580.20,6503.80,6551.20,799914900,6551.20
2014-11-05,6454.00,6539.10,6454.00,6539.10,769396700,6539.10
2014-11-04,6488.00,6510.30,6444.90,6454.00,816651600,6454.00
2014-11-03,6546.50,6559.60,6478.50,6488.00,712567500,6488.00
2014-10-31,6463.60,6553.40,6463.60,6546.50,1062914700,6546.50
2014-10-30,6453.90,6483.20,6378.20,6463.60,815851600,6463.60
2014-10-29,6402.20,6475.40,6402.20,6453.90,700842900,6453.90
2014-10-28,6363.50,6412.00,6363.50,6402.20,800681500,6402.20
2014-10-27,6388.70,6443.80,6336.10,6363.50,781565600,6363.50
2014-10-24,6419.20,6419.20,6372.40,6388.70,717827900,6388.70
2014-10-23,6399.70,6430.30,6313.30,6419.20,840402100,6419.20
2014-10-22,6372.30,6401.50,6341.40,6399.70,727170300,6399.70
2014-10-21,6267.10,6372.30,6229.40,6372.30,856658100,6372.30
2014-10-20,6310.30,6320.30,6238.60,6267.10,723302900,6267.10
2014-10-17,6195.90,6313.00,6188.00,6310.30,1106053200,6310.30
2014-10-16,6211.60,6283.00,6072.70,6195.90,1697447000,6195.90
2014-10-15,6392.70,6405.00,6211.60,6211.60,1137435900,6211.60
2014-10-14,6366.20,6403.40,6304.30,6392.70,831098100,6392.70
2014-10-13,6340.00,6387.40,6294.60,6366.20,846365400,6366.20
2014-10-10,6431.90,6431.90,6328.40,6340.00,897708400,6340.00
2014-10-09,6482.20,6544.20,6425.20,6431.90,864389000,6431.90
2014-10-08,6495.60,6502.40,6453.80,6482.20,822967200,6482.20
2014-10-07,6563.70,6563.80,6495.60,6495.60,858099000,6495.60
2014-10-06,6527.90,6588.30,6527.90,6563.70,722223000,6563.70
2014-10-03,6446.40,6542.90,6446.40,6527.90,750613100,6527.90
2014-10-02,6557.50,6557.70,6446.40,6446.40,807089800,6446.40
2014-10-01,6622.70,6622.80,6539.70,6557.50,789707300,6557.50
2014-09-30,6646.60,6658.90,6601.60,6622.70,882273900,6622.70
2014-09-29,6649.40,6653.90,6608.70,6646.60,564786600,6646.60
2014-09-26,6639.70,6664.00,6615.10,6649.40,589221500,6649.40
2014-09-25,6706.30,6726.40,6621.50,6639.70,927894000,6639.70
2014-09-24,6676.10,6707.30,6652.00,6706.30,793646000,6706.30
2014-09-23,6773.60,6777.30,6647.20,6676.10,762840800,6676.10
2014-09-22,6837.90,6838.40,6766.90,6773.60,675055200,6773.60
2014-09-19,6819.30,6876.00,6819.30,6837.90,1551957500,6837.90
2014-09-18,6780.90,6822.60,6769.60,6819.30,644480400,6819.30
2014-09-17,6792.20,6816.90,6780.90,6780.90,596526700,6780.90
2014-09-16,6804.20,6804.30,6748.10,6792.20,592887700,6792.20
2014-09-15,6807.00,6813.90,6771.70,6804.20,529231800,6804.20
2014-09-12,6799.60,6832.20,6799.40,6807.00,552974800,6807.00
2014-09-11,6830.10,6857.50,6764.90,6799.60,648015500,6799.60
2014-09-10,6829.00,6847.80,6800.00,6830.10,585612100,6830.10
2014-09-09,6834.80,6846.20,6812.50,6829.00,580798600,6829.00
2014-09-08,6855.10,6855.10,6773.80,6834.80,754127500,6834.80
2014-09-05,6878.00,6885.00,6829.10,6855.10,596549800,6855.10
2014-09-04,6873.60,6904.90,6866.30,6878.00,689038700,6878.00
2014-09-03,6829.20,6898.60,6826.70,6873.60,674899700,6873.60
2014-09-02,6825.30,6849.30,6812.30,6829.20,820230900,6829.20
2014-09-01,6819.80,6825.30,6798.30,6825.30,404272400,6825.30
2014-08-29,6805.80,6828.90,6782.60,6819.80,720978600,6819.80
2014-08-28,6830.70,6831.20,6796.90,6805.80,498070100,6805.80
2014-08-27,6822.80,6830.70,6813.20,6830.70,481233300,6830.70
2014-08-26,6775.30,6827.30,6775.30,6822.80,538317700,6822.80
2014-08-22,6777.70,6784.60,6746.40,6775.30,571522600,6775.30
2014-08-21,6755.50,6780.70,6752.70,6777.70,423431000,6777.70
2014-08-20,6779.30,6781.20,6739.80,6755.50,466211000,6755.50
2014-08-19,6741.30,6782.90,6740.70,6779.30,463536900,6779.30
2014-08-18,6689.10,6745.70,6689.10,6741.30,413053500,6741.30
2014-08-15,6685.30,6742.80,6685.30,6689.10,545581000,6689.10
2014-08-14,6656.70,6694.60,6641.80,6685.30,512629300,6685.30
2014-08-13,6632.40,6664.30,6626.00,6656.70,527733500,6656.70
2014-08-12,6632.80,6643.70,6612.50,6632.40,448281800,6632.40
2014-08-11,6567.40,6645.80,6567.40,6632.80,494367000,6632.80
2014-08-08,6597.40,6597.40,6528.70,6567.40,645423400,6567.40
2014-08-07,6636.20,6649.10,6589.80,6597.40,565630100,6597.40
2014-08-06,6682.50,6682.50,6588.40,6636.20,803798800,6636.20
2014-08-05,6677.50,6713.50,6671.50,6682.50,512852200,6682.50
2014-08-04,6679.20,6715.60,6669.90,6677.50,522832700,6677.50
2014-08-01,6730.10,6730.10,6624.70,6679.20,695334800,6679.20
2014-07-31,6773.40,6797.10,6716.30,6730.10,919865400,6730.10
2014-07-30,6807.80,6815.30,6758.20,6773.40,692780400,6773.40
2014-07-29,6788.10,6833.70,6784.00,6807.80,527703100,6807.80
2014-07-28,6791.60,6809.60,6761.80,6788.10,528691400,6788.10
2014-07-25,6821.50,6830.80,6780.70,6791.60,661620000,6791.60
2014-07-24,6798.20,6821.50,6767.30,6821.50,541591300,6821.50
2014-07-23,6795.30,6822.70,6773.10,6798.20,589203600,6798.20
2014-07-22,6728.40,6801.80,6728.40,6795.30,538472400,6795.30
2014-07-21,6749.50,6753.40,6715.80,6728.40,470701900,6728.40
2014-07-18,6738.30,6749.90,6690.90,6749.50,585590200,6749.50
2014-07-17,6784.70,6784.70,6727.70,6738.30,631724300,6738.30
2014-07-16,6710.50,6792.60,6710.50,6784.70,610714400,6784.70
2014-07-15,6746.10,6764.00,6709.20,6710.50,604327700,6710.50
2014-07-14,6690.20,6760.70,6690.20,6746.10,468494700,6746.10
2014-07-11,6672.40,6696.10,6663.70,6690.20,533174800,6690.20
2014-07-10,6718.00,6724.80,6643.60,6672.40,764873500,6672.40
2014-07-09,6738.50,6740.80,6692.80,6718.00,602260300,6718.00
2014-07-08,6823.50,6831.00,6738.50,6738.50,660675300,6738.50
2014-07-07,6866.10,6866.40,6817.60,6823.50,389059700,6823.50
2014-07-04,6865.20,6875.30,6856.40,6866.10,329363500,6866.10
2014-07-03,6816.40,6866.60,6815.50,6865.20,523958700,6865.20
2014-07-02,6802.90,6829.50,6796.60,6816.40,479498000,6816.40
2014-07-01,6743.90,6805.90,6743.90,6802.90,514345100,6802.90
2014-06-30,6757.80,6777.10,6730.50,6743.90,614336500,6743.90
2014-06-27,6735.10,6767.60,6735.10,6757.80,516986900,6757.80
2014-06-26,6733.60,6753.30,6701.60,6735.10,902551300,6735.10
2014-06-25,6787.10,6787.10,6716.40,6733.60,585547600,6733.60
2014-06-24,6800.60,6824.50,6776.80,6787.10,570127000,6787.10
2014-06-23,6825.20,6829.80,6785.80,6800.60,466639400,6800.60
2014-06-20,6808.10,6840.60,6791.20,6825.20,1020446400,6825.20
2014-06-19,6778.60,6837.60,6778.60,6808.10,564148400,6808.10
2014-06-18,6766.80,6799.60,6766.80,6778.60,511450700,6778.60
2014-06-17,6754.60,6774.90,6736.10,6766.80,577374400,6766.80
2014-06-16,6777.90,6779.40,6748.00,6754.60,604240100,6754.60
2014-06-13,6843.10,6843.10,6758.20,6777.90,640614600,6777.90
2014-06-12,6838.90,6853.20,6827.00,6843.10,527380800,6843.10
2014-06-11,6873.60,6873.60,6825.20,6838.90,676538600,6838.90
2014-06-10,6875.00,6875.20,6835.80,6873.60,535388800,6873.60
2014-06-09,6858.20,6879.00,6857.70,6875.00,388132800,6875.00
2014-06-06,6813.50,6862.90,6813.50,6858.20,774866500,6858.20
2014-06-05,6818.60,6847.00,6795.30,6813.50,627405700,6813.50
2014-06-04,6836.30,6840.60,6800.10,6818.60,575435900,6818.60
2014-06-03,6864.10,6865.40,6818.00,6836.30,505128700,6836.30
2014-06-02,6844.50,6874.40,6844.50,6864.10,573724300,6864.10
2014-05-30,6871.30,6874.30,6832.00,6844.50,1174009700,6844.50
2014-05-29,6851.20,6882.10,6848.10,6871.30,403366600,6871.30
2014-05-28,6844.90,6855.80,6833.60,6851.20,577490600,6851.20
2014-05-27,6815.80,6857.10,6815.40,6844.90,585487200,6844.90
2014-05-23,6820.60,6825.50,6793.50,6815.80,485846000,6815.80
2014-05-22,6821.00,6846.60,6810.20,6820.60,564880200,6820.60
2014-05-21,6802.00,6821.00,6782.80,6821.00,733746900,6821.00
2014-05-20,6844.60,6848.40,6792.50,6802.00,680773300,6802.00
2014-05-19,6855.80,6862.20,6804.30,6844.60,745674100,6844.60
2014-05-16,6840.90,6855.90,6813.50,6855.80,985979600,6855.80
2014-05-15,6878.50,6894.90,6821.70,6840.90,896969900,6840.90
2014-05-14,6873.10,6880.10,6854.00,6878.50,529825700,6878.50
2014-05-13,6851.80,6877.40,6846.00,6873.10,631554800,6873.10
2014-05-12,6814.60,6851.80,6814.60,6851.80,565733200,6851.80
2014-05-09,6839.30,6839.40,6805.40,6814.60,617677000,6814.60
2014-05-08,6796.40,6840.40,6796.40,6839.30,818478900,6839.30
2014-05-07,6798.60,6799.30,6766.80,6796.40,768894900,6796.40
2014-05-06,6822.40,6828.60,6785.30,6798.60,732623500,6798.60
2014-05-02,6808.90,6838.20,6798.60,6822.40,746449000,6822.40
2014-05-01,6780.00,6811.60,6773.70,6808.90,649344400,6808.90
2014-04-30,6769.90,6794.90,6748.80,6780.00,773112200,6780.00
2014-04-29,6700.20,6769.90,6700.10,6769.90,674490500,6769.90
2014-04-28,6685.70,6720.30,6682.90,6700.20,652775300,6700.20
2014-04-25,6703.00,6704.40,6657.30,6685.70,578697500,6685.70
2014-04-24,6674.70,6724.60,6667.70,6703.00,616106700,6703.00
2014-04-23,6681.80,6694.80,6661.40,6674.70,637850100,6674.70
2014-04-22,6625.30,6706.20,6625.30,6681.80,843999800,6681.80
2014-04-17,6584.20,6627.30,6559.40,6625.30,842349900,6625.30
2014-04-16,6541.60,6597.00,6541.60,6584.20,686337200,6584.20
2014-04-15,6583.80,6594.20,6534.20,6541.60,858936000,6541.60
2014-04-14,6561.70,6583.80,6507.10,6583.80,983152200,6583.80
2014-04-11,6642.00,6642.00,6538.80,6561.70,817952500,6561.70
2014-04-10,6635.60,6688.30,6620.40,6642.00,671373100,6642.00
2014-04-09,6590.70,6654.10,6590.40,6635.60,758993600,6635.60
2014-04-08,6622.80,6625.20,6549.80,6590.70,1056680100,6590.70
2014-04-07,6695.60,6695.60,6614.70,6622.80,667468200,6622.80
2014-04-04,6649.10,6706.30,6649.10,6695.60,876352600,6695.60
2014-04-03,6659.00,6680.80,6638.50,6649.10,670678000,6649.10
2014-04-02,6652.60,6672.70,6639.60,6659.00,973749400,6659.00
2014-04-01,6598.40,6660.30,6598.40,6652.60,857737300,6652.60
2014-03-31,6615.60,6658.40,6583.10,6598.40,868366300,6598.40
2014-03-28,6588.30,6631.50,6585.70,6615.60,1001322600,6615.60
2014-03-27,6605.30,6605.30,6561.40,6588.30,850226700,6588.30
2014-03-26,6604.90,6643.60,6601.80,6605.30,1429765600,6605.30
2014-03-25,6520.40,6604.90,6520.40,6604.90,674287000,6604.90
2014-03-24,6557.20,6569.00,6506.40,6520.40,762850300,6520.40
2014-03-21,6542.40,6572.10,6537.90,6557.20,1501522000,6557.20
2014-03-20,6573.10,6573.10,6492.60,6542.40,795074200,6542.40
2014-03-19,6605.30,6609.50,6566.90,6573.10,1051188400,6573.10
2014-03-18,6568.40,6628.20,6534.90,6605.30,723690100,6605.30
2014-03-17,6527.90,6592.40,6527.90,6568.40,692708400,6568.40
2014-03-14,6553.80,6553.80,6500.40,6527.90,847299400,6527.90
2014-03-13,6620.90,6631.40,6552.50,6553.80,895818900,6553.80
2014-03-12,6685.50,6685.50,6598.40,6620.90,891943200,6620.90
2014-03-11,6689.50,6718.30,6660.60,6685.50,868947800,6685.50
2014-03-10,6712.70,6757.00,6671.60,6689.50,820416900,6689.50
2014-03-07,6788.50,6800.70,6706.40,6712.70,793752600,6712.70
2014-03-06,6775.40,6806.60,6771.00,6788.50,666186300,6788.50
2014-03-05,6823.80,6824.20,6771.50,6775.40,630136500,6775.40
2014-03-04,6708.40,6827.20,6708.40,6823.80,734136300,6823.80
2014-03-03,6809.70,6809.70,6671.90,6708.40,829082600,6708.40
2014-02-28,6810.30,6833.80,6785.50,6809.70,924578400,6809.70
2014-02-27,6799.20,6819.20,6733.50,6810.30,860420000,6810.30
2014-02-26,6830.50,6834.10,6785.30,6799.20,739193300,6799.20
2014-02-25,6862.70,6866.40,6790.90,6830.50,1163984100,6830.50
2014-02-24,6838.10,6865.90,6797.80,6865.90,1068068300,6865.90
2014-02-21,6813.00,6859.90,6813.00,6838.10,1024984200,6838.10
2014-02-20,6796.70,6813.00,6732.00,6813.00,745785700,6813.00
2014-02-19,6796.40,6810.50,6759.90,6796.70,793947100,6796.70
2014-02-18,6736.00,6802.90,6716.60,6796.40,828311700,6796.40
2014-02-17,6663.60,6745.60,6661.50,6736.00,630547500,6736.00
2014-02-14,6659.40,6672.20,6646.50,6663.60,912852700,6663.60
2014-02-13,6675.00,6675.20,6608.10,6659.40,1170917600,6659.40
2014-02-12,6672.70,6708.20,6669.10,6675.00,820072000,6675.00
2014-02-11,6591.60,6672.70,6591.60,6672.70,934913300,6672.70
2014-02-10,6571.70,6597.00,6565.30,6591.60,593694900,6591.60
2014-02-07,6558.30,6596.30,6540.80,6571.70,708467800,6571.70
2014-02-06,6457.90,6566.00,6457.90,6558.30,815148900,6558.30
2014-02-05,6449.30,6483.70,6423.80,6457.90,810173800,6457.90
2014-02-04,6465.70,6478.20,6416.70,6449.30,922887700,6449.30
2014-02-03,6510.40,6538.30,6460.00,6465.70,829888700,6465.70
2014-01-31,6538.50,6548.50,6421.30,6510.40,751205000,6510.40
2014-01-30,6544.30,6573.90,6503.30,6538.50,755894300,6538.50
2014-01-29,6572.30,6645.20,6482.70,6544.30,990211400,6544.30
2014-01-28,6550.70,6590.70,6550.70,6572.30,675704400,6572.30
2014-01-27,6663.70,6665.40,6539.30,6550.70,985294600,6550.70
2014-01-24,6773.30,6784.40,6654.90,6663.70,844748200,6663.70
2014-01-23,6826.30,6837.20,6760.60,6773.30,668664300,6773.30
2014-01-22,6834.30,6864.90,6821.80,6826.30,548735700,6826.30
2014-01-21,6836.70,6867.40,6822.30,6834.30,618281400,6834.30
2014-01-20,6829.30,6837.50,6810.60,6836.70,424810700,6836.70
2014-01-17,6815.40,6840.50,6800.00,6829.30,999744600,6829.30
2014-01-16,6819.90,6831.70,6811.20,6815.40,714152700,6815.40
2014-01-15,6766.90,6825.20,6766.90,6819.90,693715800,6819.90
2014-01-14,6757.20,6772.60,6694.10,6766.90,568346600,6766.90
2014-01-13,6739.90,6765.60,6731.00,6757.20,598026900,6757.20
2014-01-10,6691.30,6769.90,6691.30,6739.90,811611800,6739.90
2014-01-09,6721.80,6746.40,6679.30,6691.30,782896500,6691.30
2014-01-08,6755.50,6755.50,6713.40,6721.80,720025300,6721.80
2014-01-07,6730.70,6768.90,6718.10,6755.50,672375600,6755.50
2014-01-06,6730.70,6752.00,6714.60,6730.70,524387000,6730.70
2014-01-03,6717.90,6747.30,6699.30,6730.70,374841500,6730.70
2014-01-02,6749.10,6759.40,6707.50,6717.90,459529100,6717.90
2014-01-01,6749.10,6749.10,6749.10,6749.10,000,6749.10
2013-12-31,6731.30,6757.00,6731.30,6749.10,153445200,6749.10
2013-12-30,6750.90,6768.40,6718.20,6731.30,295360600,6731.30
2013-12-27,6694.20,6754.10,6694.20,6750.90,291262200,6750.90
2013-12-26,6694.20,6694.20,6694.20,6694.20,000,6694.20
2013-12-25,6694.20,6694.20,6694.20,6694.20,000,6694.20
2013-12-24,6678.60,6712.10,6672.20,6694.20,101669600,6694.20
2013-12-23,6606.60,6678.60,6606.20,6678.60,351999300,6678.60
2013-12-20,6584.70,6616.80,6576.80,6606.60,1096668200,6606.60
2013-12-19,6492.10,6584.70,6492.10,6584.70,648648400,6584.70
2013-12-18,6486.20,6524.50,6486.20,6492.10,529477900,6492.10
2013-12-17,6522.20,6522.20,6482.60,6486.20,584054600,6486.20
2013-12-16,6440.00,6531.20,6422.20,6522.20,653797800,6522.20
2013-12-13,6445.30,6462.80,6433.50,6440.00,694450900,6440.00
2013-12-12,6507.70,6507.70,6436.00,6445.30,663531400,6445.30
2013-12-11,6523.30,6555.60,6507.70,6507.70,524482100,6507.70
2013-12-10,6559.50,6571.90,6519.00,6523.30,553693100,6523.30
2013-12-09,6552.00,6568.40,6534.70,6559.50,506215400,6559.50
2013-12-06,6498.30,6555.70,6496.30,6552.00,564649300,6552.00
2013-12-05,6510.00,6518.90,6487.20,6498.30,558155700,6498.30
2013-12-04,6532.40,6544.70,6479.70,6510.00,780322600,6510.00
2013-12-03,6595.30,6595.50,6531.30,6532.40,685375800,6532.40
2013-12-02,6650.60,6657.40,6595.20,6595.30,559055100,6595.30
2013-11-29,6654.50,6681.60,6648.50,6650.60,535923900,6650.60
2013-11-28,6649.50,6679.50,6642.60,6654.50,462672900,6654.50
2013-11-27,6636.20,6664.10,6635.70,6649.50,580621900,6649.50
2013-11-26,6694.60,6697.00,6636.20,6636.20,985378000,6636.20
2013-11-25,6674.30,6709.10,6674.30,6694.60,465826500,6694.60
2013-11-22,6681.30,6711.00,6661.00,6674.30,495703600,6674.30
2013-11-21,6681.10,6697.70,6643.50,6681.30,483785600,6681.30
2013-11-20,6698.00,6711.40,6661.70,6681.10,558048100,6681.10
2013-11-19,6723.50,6723.50,6677.90,6698.00,532008000,6698.00
2013-11-18,6693.40,6732.10,6671.60,6723.50,538915700,6723.50
2013-11-15,6666.10,6703.10,6665.50,6693.40,587733600,6693.40
2013-11-14,6630.00,6696.20,6630.00,6666.10,624125200,6666.10
2013-11-13,6726.80,6726.80,6614.00,6630.00,723057300,6630.00
2013-11-12,6728.40,6728.40,6693.30,6726.80,589417300,6726.80
2013-11-11,6708.40,6744.80,6702.00,6728.40,633862400,6728.40
2013-11-08,6697.20,6713.90,6643.90,6708.40,598943100,6708.40
2013-11-07,6741.70,6779.20,6680.00,6697.20,641427800,6697.20
2013-11-06,6746.80,6768.20,6735.60,6741.70,636589100,6741.70
2013-11-05,6763.60,6773.90,6708.50,6746.80,723671000,6746.80
2013-11-04,6734.70,6780.10,6734.60,6763.60,510147600,6763.60
2013-11-01,6731.40,6760.90,6715.30,6734.70,675463600,6734.70
2013-10-31,6777.70,6778.30,6719.50,6731.40,742779000,6731.40
2013-10-30,6774.70,6819.90,6763.70,6777.70,656351600,6777.70
2013-10-29,6725.80,6777.20,6718.90,6774.70,781277300,6774.70
2013-10-28,6721.30,6739.70,6704.20,6725.80,590265200,6725.80
2013-10-25,6713.20,6729.70,6700.40,6721.30,569150500,6721.30
2013-10-24,6674.50,6719.30,6674.20,6713.20,601321000,6713.20
2013-10-23,6695.70,6695.90,6655.20,6674.50,643936600,6674.50
2013-10-22,6654.20,6719.30,6653.70,6695.70,575007300,6695.70
2013-10-21,6622.60,6654.20,6617.80,6654.20,494967200,6654.20
2013-10-18,6576.20,6622.70,6576.20,6622.60,710029000,6622.60
2013-10-17,6571.60,6576.20,6529.20,6576.20,669589600,6576.20
2013-10-16,6549.10,6584.40,6504.30,6571.60,663774300,6571.60
2013-10-15,6507.70,6569.30,6507.70,6549.10,603859700,6549.10
2013-10-14,6487.20,6507.80,6464.40,6507.70,434972100,6507.70
2013-10-11,6430.50,6489.20,6430.50,6487.20,545658000,6487.20
2013-10-10,6337.90,6446.20,6337.90,6430.50,631265600,6430.50
2013-10-09,6365.80,6372.60,6316.90,6337.90,605274000,6337.90
2013-10-08,6437.30,6437.70,6365.00,6365.80,718013100,6365.80
2013-10-07,6453.90,6453.90,6391.50,6437.30,484159000,6437.30
2013-10-04,6449.00,6473.60,6429.00,6453.90,528846400,6453.90
2013-10-03,6437.50,6472.40,6436.20,6449.00,617408100,6449.00
2013-10-02,6460.00,6460.00,6386.20,6437.50,575169900,6437.50
2013-10-01,6462.20,6466.30,6424.40,6460.00,599067900,6460.00
2013-09-30,6512.70,6512.70,6438.70,6462.20,667902900,6462.20
2013-09-27,6565.60,6568.90,6487.30,6512.70,556754000,6512.70
2013-09-26,6551.50,6580.90,6535.80,6565.60,552698700,6565.60
2013-09-25,6571.50,6588.00,6526.40,6551.50,828370800,6551.50
2013-09-24,6557.40,6585.40,6549.90,6571.50,663765500,6571.50
2013-09-23,6596.40,6601.50,6542.70,6557.40,592407000,6557.40
2013-09-20,6625.40,6629.90,6594.20,6596.40,1534434000,6596.40
2013-09-19,6558.80,6659.10,6558.80,6625.40,799392100,6625.40
2013-09-18,6570.20,6587.60,6532.50,6558.80,793615500,6558.80
2013-09-17,6622.90,6623.00,6570.20,6570.20,1200508900,6570.20
2013-09-16,6583.80,6652.70,6583.80,6622.90,565475200,6622.90
2013-09-13,6589.00,6589.00,6561.80,6583.80,495637800,6583.80
2013-09-12,6588.40,6606.10,6558.60,6589.00,616038700,6589.00
2013-09-11,6584.00,6589.90,6559.70,6588.40,709330400,6588.40
2013-09-10,6530.70,6599.50,6530.70,6584.00,730044200,6584.00
2013-09-09,6547.30,6555.90,6508.80,6530.70,586569100,6530.70
2013-09-06,6532.40,6568.20,6492.50,6547.30,606304300,6547.30
2013-09-05,6474.70,6543.20,6461.70,6532.40,758348500,6532.40
2013-09-04,6468.40,6486.40,6423.50,6474.70,717066000,6474.70
2013-09-03,6506.20,6523.20,6457.00,6468.40,737860300,6468.40
2013-09-02,6412.90,6532.30,6412.90,6506.20,596599000,6506.20
2013-08-30,6483.10,6502.20,6409.60,6412.90,797043300,6412.90
2013-08-29,6430.10,6500.50,6430.00,6483.10,876297500,6483.10
2013-08-28,6441.00,6441.00,6393.70,6430.10,748560000,6430.10
2013-08-27,6492.10,6494.20,6424.00,6441.00,760395800,6441.00
2013-08-26,6492.10,6492.10,6492.10,6492.10,000,6492.10
2013-08-23,6446.90,6516.70,6422.40,6492.10,485422600,6492.10
2013-08-22,6390.80,6468.90,6390.60,6446.90,501840600,6446.90
2013-08-21,6453.50,6453.60,6386.70,6390.80,607065300,6390.80
2013-08-20,6465.70,6465.70,6398.60,6453.50,620943400,6453.50
2013-08-19,6500.00,6506.60,6457.70,6465.70,467686900,6465.70
2013-08-16,6483.30,6502.30,6461.30,6500.00,637579900,6500.00
2013-08-15,6587.40,6587.90,6460.10,6483.30,667125400,6483.30
2013-08-14,6611.90,6628.00,6582.60,6587.40,678146300,6587.40
2013-08-13,6574.30,6620.40,6568.40,6611.90,568866800,6611.90
2013-08-12,6583.40,6598.40,6547.00,6574.30,478927500,6574.30
2013-08-09,6529.70,6601.20,6529.50,6583.40,632934600,6583.40
2013-08-08,6511.20,6558.60,6507.20,6529.70,566013400,6529.70
2013-08-07,6604.20,6625.00,6511.20,6511.20,641422000,6511.20
2013-08-06,6619.60,6630.10,6562.30,6604.20,698361800,6604.20
2013-08-05,6647.90,6685.00,6590.10,6619.60,604089200,6619.60
2013-08-02,6682.00,6696.60,6623.90,6647.90,660354400,6647.90
2013-08-01,6621.10,6682.00,6607.30,6682.00,977036100,6682.00
2013-07-31,6571.00,6659.40,6556.70,6621.10,751660600,6621.10
2013-07-30,6560.30,6600.70,6560.30,6571.00,696264300,6571.00
2013-07-29,6554.80,6606.40,6544.10,6560.30,487601100,6560.30
2013-07-26,6588.00,6629.90,6535.20,6554.80,455317800,6554.80
2013-07-25,6620.40,6625.40,6540.40,6588.00,505142900,6588.00
2013-07-24,6597.40,6662.20,6581.60,6620.40,595811200,6620.40
2013-07-23,6623.20,6657.70,6597.40,6597.40,673295800,6597.40
2013-07-22,6630.70,6645.00,6608.20,6623.20,502867700,6623.20
2013-07-19,6634.40,6635.20,6592.10,6630.70,756017500,6630.70
2013-07-18,6571.90,6657.40,6555.80,6634.40,657400600,6634.40
2013-07-17,6556.40,6595.60,6517.40,6571.90,694630900,6571.90
2013-07-16,6586.10,6606.40,6556.40,6556.40,746494800,6556.40
2013-07-15,6544.90,6605.90,6544.90,6586.10,585046200,6586.10
2013-07-12,6543.40,6583.90,6540.20,6544.90,595530200,6544.90
2013-07-11,6505.00,6585.70,6505.00,6543.40,646067300,6543.40
2013-07-10,6513.10,6535.90,6472.40,6505.00,606500700,6505.00
2013-07-09,6450.10,6530.90,6450.10,6513.10,658607000,6513.10
2013-07-08,6375.50,6476.10,6375.50,6450.10,622004000,6450.10
2013-07-05,6421.70,6498.60,6364.40,6375.50,725870000,6375.50
2013-07-04,6229.90,6431.40,6229.90,6421.70,824171700,6421.70
2013-07-03,6303.90,6303.90,6185.20,6229.90,663008700,6229.90
2013-07-02,6307.80,6314.10,6266.50,6303.90,560698900,6303.90
2013-07-01,6215.50,6317.00,6215.40,6307.80,657027100,6307.80
2013-06-28,6243.40,6268.80,6207.70,6215.50,920725800,6215.50
2013-06-27,6165.50,6271.80,6165.50,6243.40,803972700,6243.40
2013-06-26,6101.90,6177.90,6089.20,6165.50,754668000,6165.50
2013-06-25,6029.10,6114.60,6029.10,6101.90,786471900,6101.90
2013-06-24,6116.20,6136.10,6023.40,6029.10,864109800,6029.10
2013-06-21,6159.50,6244.20,6116.20,6116.20,1508289800,6116.20
2013-06-20,6348.80,6348.80,6145.00,6159.50,874375000,6159.50
2013-06-19,6374.20,6383.60,6327.00,6348.80,723618600,6348.80
2013-06-18,6330.50,6397.30,6311.40,6374.20,654137300,6374.20
2013-06-17,6308.30,6370.80,6308.30,6330.50,575444200,6330.50
2013-06-14,6304.60,6343.50,6290.60,6308.30,734161700,6308.30
2013-06-13,6299.50,6311.00,6205.70,6304.60,824350700,6304.60
